"";"CO_MUNICIPIO";"Finais";"Iniciais";"Cod_Municio";"total";"Instituição";"UF";"Populacao";"Coluna";"Conta";"Valor";"gasto_aluno"
"4703";"4316808";2527;2954;"4316808";5481;"Prefeitura Municipal de Santa Cruz do Sul - RS";"RS";126775;"Despesas Empenhadas";"12 - Educação";105674993,18;19280,2395876665
"4704";"4316907";5348;7144;"4316907";12492;"Prefeitura Municipal de Santa Maria - RS";"RS";277309;"Despesas Empenhadas";"12 - Educação";136661894,84;10939,9531572206
"4705";"4316956";174;137;"4316956";311;"Prefeitura Municipal de Santa Maria do Herval - RS";"RS";6358;"Despesas Empenhadas";"12 - Educação";6366074,22;20469,6920257235
"4706";"4316972";79;127;"4316972";206;"Prefeitura Municipal de Santa Margarida do Sul - RS";"RS";2507;"Despesas Empenhadas";"12 - Educação";3899798,75;18931,0618932039
"4707";"4317004";216;239;"4317004";455;"Prefeitura Municipal de Santana da Boa Vista - RS";"RS";8424;"Despesas Empenhadas";"12 - Educação";5058614,76;11117,8346373626
"4708";"4317103";1216;1421;"4317103";2637;"Prefeitura Municipal de Sant'Ana do Livramento - RS";"RS";82631;"Despesas Empenhadas";"12 - Educação";46666277,8;17696,7302995829
"4709";"4317202";1326;1662;"4317202";2988;"Prefeitura Municipal de Santa Rosa - RS";"RS";72504;"Despesas Empenhadas";"12 - Educação";55990973,63;18738,6123259705
"4710";"4317251";21;4;"4317251";25;"Prefeitura Municipal de Santa Tereza - RS";"RS";1780;"Despesas Empenhadas";"12 - Educação";2143842,3;85753,692
"4711";"4317301";1030;1168;"4317301";2198;"Prefeitura Municipal de Santa Vitória do Palmar - RS";"RS";31352;"Despesas Empenhadas";"12 - Educação";35648045,15;16218,4008871702
"4712";"4317400";717;1233;"4317400";1950;"Prefeitura Municipal de Santiago - RS";"RS";50647;"Despesas Empenhadas";"12 - Educação";28024091,43;14371,3289384615
"4713";"4317509";1179;1792;"4317509";2971;"Prefeitura Municipal de Santo Ângelo - RS";"RS";79040;"Despesas Empenhadas";"12 - Educação";53836951,05;18120,8182598452
"4714";"4317558";NA;107;"4317558";NA;"Prefeitura Municipal de Santo Antônio do Palma - RS";"RS";2197;"Despesas Empenhadas";"12 - Educação";3152669,02;NA
"4715";"4317608";1077;1104;"4317608";2181;"Prefeitura Municipal de Santo Antônio da Patrulha - RS";"RS";42160;"Despesas Empenhadas";"12 - Educação";30924808,15;14179,1875974324
"4716";"4317707";324;379;"4317707";703;"Prefeitura Municipal de Santo Antônio das Missões - RS";"RS";11111;"Despesas Empenhadas";"12 - Educação";9455736,86;13450,5502987198
"4717";"4317756";NA;135;"4317756";NA;"Prefeitura Municipal de Santo Antônio do Planalto - RS";"RS";2058;"Despesas Empenhadas";"12 - Educação";3179750,8;NA
"4718";"4317806";354;369;"4317806";723;"Prefeitura Municipal de Santo Augusto - RS";"RS";14341;"Despesas Empenhadas";"12 - Educação";11254557,8;15566,4699861687
"4719";"4317905";352;519;"4317905";871;"Prefeitura Municipal de Santo Cristo - RS";"RS";14738;"Despesas Empenhadas";"12 - Educação";11332911,58;13011,3795407577
"4720";"4317954";75;60;"4317954";135;"Prefeitura Municipal de Santo Expedito do Sul - RS";"RS";2468;"Despesas Empenhadas";"12 - Educação";2983766,56;22101,9745185185
"4721";"4318002";1116;1822;"4318002";2938;"Prefeitura Municipal de São Borja - RS";"RS";62897;"Despesas Empenhadas";"12 - Educação";43562775,27;14827,3571375085
"4722";"4318101";546;564;"4318101";1110;"Prefeitura Municipal de São Francisco de Assis - RS";"RS";19382;"Despesas Empenhadas";"12 - Educação";12272636,63;11056,4293963964
"4723";"4318200";325;495;"4318200";820;"Prefeitura Municipal de São Francisco de Paula - RS";"RS";21679;"Despesas Empenhadas";"12 - Educação";16609369,72;20255,3289268293
"4724";"4318309";1766;2181;"4318309";3947;"Prefeitura Municipal de São Gabriel - RS";"RS";62874;"Despesas Empenhadas";"12 - Educação";48884416,35;12385,2080947555
"4725";"4318408";461;450;"4318408";911;"Prefeitura Municipal de São Jerônimo - RS";"RS";23649;"Despesas Empenhadas";"12 - Educação";13559565,48;14884,2650713502
"4726";"4318424";110;105;"4318424";215;"Prefeitura Municipal de São João da Urtiga - RS";"RS";4836;"Despesas Empenhadas";"12 - Educação";3778876,86;17576,1714418605
"4727";"4318432";52;NA;"4318432";NA;"Prefeitura Municipal de São João do Polêsine - RS";"RS";2649;"Despesas Empenhadas";"12 - Educação";2462086,82;NA
"4728";"4318440";NA;47;"4318440";NA;"Prefeitura Municipal de São Jorge - RS";"RS";2844;"Despesas Empenhadas";"12 - Educação";2814375,94;NA
"4729";"4318457";87;67;"4318457";154;"Prefeitura Municipal de São José das Missões - RS";"RS";2725;"Despesas Empenhadas";"12 - Educação";3167393,84;20567,4924675325
"4730";"4318465";102;99;"4318465";201;"Prefeitura Municipal de São José do Herval - RS";"RS";2158;"Despesas Empenhadas";"12 - Educação";3073295,43;15290,0270149254
"4731";"4318481";134;253;"4318481";387;"Prefeitura Municipal de São José do Hortêncio - RS";"RS";4504;"Despesas Empenhadas";"12 - Educação";4683153,48;12101,1717829457
"4732";"4318499";65;106;"4318499";171;"Prefeitura Municipal de São José do Inhacorá - RS";"RS";2212;"Despesas Empenhadas";"12 - Educação";2976193,78;17404,6419883041
"4733";"4318507";876;1130;"4318507";2006;"Prefeitura Municipal de São José do Norte - RS";"RS";27206;"Despesas Empenhadas";"12 - Educação";20556359,33;10247,4373529412
"4734";"4318606";204;121;"4318606";325;"Prefeitura Municipal de São José do Ouro - RS";"RS";7117;"Despesas Empenhadas";"12 - Educação";5785539,76;17801,6608
"4735";"4318614";64;74;"4318614";138;"Prefeitura Municipal de São José do Sul - RS";"RS";2279;"Despesas Empenhadas";"12 - Educação";4114812,46;29817,4815942029
"4736";"4318622";243;205;"4318622";448;"Prefeitura Municipal de São José dos Ausentes - RS";"RS";3483;"Despesas Empenhadas";"12 - Educação";4743787,78;10588,8120089286
"4737";"4318705";7452;10771;"4318705";18223;"Prefeitura Municipal de São Leopoldo - RS";"RS";229678;"Despesas Empenhadas";"12 - Educação";180266036,3;9892,22610437359
"4738";"4318804";1308;1440;"4318804";2748;"Prefeitura Municipal de São Lourenço do Sul - RS";"RS";44561;"Despesas Empenhadas";"12 - Educação";29706830,39;10810,3458478894
"4739";"4318903";639;736;"4318903";1375;"Prefeitura Municipal de São Luiz Gonzaga - RS";"RS";35123;"Despesas Empenhadas";"12 - Educação";20473760,65;14890,0077454545
"4740";"4319000";465;624;"4319000";1089;"Prefeitura Municipal de São Marcos - RS";"RS";21286;"Despesas Empenhadas";"12 - Educação";16649592,59;15288,8820844812
"4741";"4319109";174;211;"4319109";385;"Prefeitura Municipal de São Martinho - RS";"RS";5779;"Despesas Empenhadas";"12 - Educação";5318187,35;13813,4736363636
"4742";"4319125";NA;99;"4319125";NA;"Prefeitura Municipal de São Martinho da Serra - RS";"RS";3308;"Despesas Empenhadas";"12 - Educação";3362059;NA
"4743";"4319158";464;242;"4319158";706;"Prefeitura Municipal de São Miguel das Missões - RS";"RS";7742;"Despesas Empenhadas";"12 - Educação";8275578,6;11721,7827195467
"4744";"4319208";153;142;"4319208";295;"Prefeitura Municipal de São Nicolau - RS";"RS";5704;"Despesas Empenhadas";"12 - Educação";4359735,97;14778,766
"4745";"4319307";254;305;"4319307";559;"Prefeitura Municipal de São Paulo das Missões - RS";"RS";6280;"Despesas Empenhadas";"12 - Educação";4941327,16;8839,583470483
"4746";"4319356";50;151;"4319356";201;"Prefeitura Municipal de São Pedro da Serra - RS";"RS";3612;"Despesas Empenhadas";"12 - Educação";6568086,84;32677,0489552239
"4747";"4319364";45;63;"4319364";108;"Prefeitura Municipal de São Pedro das Missões - RS";"RS";1991;"Despesas Empenhadas";"12 - Educação";2781232,74;25752,155
"4748";"4319372";45;52;"4319372";97;"Prefeitura Municipal de São Pedro do Butiá - RS";"RS";2987;"Despesas Empenhadas";"12 - Educação";2532636,39;26109,6535051546
"4749";"4319406";533;374;"4319406";907;"Prefeitura Municipal de São Pedro do Sul - RS";"RS";16775;"Despesas Empenhadas";"12 - Educação";10041395,97;11070,9988643881
"4750";"4319505";660;845;"4319505";1505;"Prefeitura Municipal de São Sebastião do Caí - RS";"RS";24825;"Despesas Empenhadas";"12 - Educação";19408145,82;12895,7779534884
"4751";"4319604";642;600;"4319604";1242;"Prefeitura Municipal de São Sepé - RS";"RS";24418;"Despesas Empenhadas";"12 - Educação";15476829,14;12461,2150885668
"4752";"4319703";104;85;"4319703";189;"Prefeitura Municipal de São Valentim - RS";"RS";3600;"Despesas Empenhadas";"12 - Educação";3316483,67;17547,5326455026
"4753";"4319711";NA;53;"4319711";NA;"Prefeitura Municipal de São Valentim do Sul - RS";"RS";2261;"Despesas Empenhadas";"12 - Educação";2452381,89;NA
"4754";"4319737";44;59;"4319737";103;"Prefeitura Municipal de São Valério do Sul - RS";"RS";2756;"Despesas Empenhadas";"12 - Educação";2408013,61;23378,7729126214
"4755";"4319752";55;77;"4319752";132;"Prefeitura Municipal de São Vendelino - RS";"RS";2140;"Despesas Empenhadas";"12 - Educação";3376848,83;25582,1881060606
"4756";"4319802";199;252;"4319802";451;"Prefeitura Municipal de São Vicente do Sul - RS";"RS";8802;"Despesas Empenhadas";"12 - Educação";6772493,11;15016,6144345898
"4757";"4319901";3500;4210;"4319901";7710;"Prefeitura Municipal de Sapiranga - RS";"RS";79946;"Despesas Empenhadas";"12 - Educação";68685640,07;8908,64332944228
"4758";"4320008";5405;6389;"4320008";11794;"Prefeitura Municipal de Sapucaia do Sul - RS";"RS";138933;"Despesas Empenhadas";"12 - Educação";97979159,04;8307,54273698491
"4759";"4320107";475;633;"4320107";1108;"Prefeitura Municipal de Sarandi - RS";"RS";23222;"Despesas Empenhadas";"12 - Educação";15816331,49;14274,6674097473
"4760";"4320206";221;269;"4320206";490;"Prefeitura Municipal de Seberi - RS";"RS";11154;"Despesas Empenhadas";"12 - Educação";8732408,42;17821,2416734694
"4761";"4320230";90;132;"4320230";222;"Prefeitura Municipal de Sede Nova - RS";"RS";3057;"Despesas Empenhadas";"12 - Educação";3095569,77;13944,007972973
"4762";"4320263";200;202;"4320263";402;"Prefeitura Municipal de Segredo - RS";"RS";7428;"Despesas Empenhadas";"12 - Educação";5292688,66;13165,8921890547
"4763";"4320305";56;54;"4320305";110;"Prefeitura Municipal de Selbach - RS";"RS";5143;"Despesas Empenhadas";"12 - Educação";4029393,03;36630,8457272727
"4764";"4320321";NA;115;"4320321";NA;"Prefeitura Municipal de Senador Salgado Filho - RS";"RS";2880;"Despesas Empenhadas";"12 - Educação";2799043,52;NA
"4765";"4320354";119;210;"4320354";329;"Prefeitura Municipal de Sentinela do Sul - RS";"RS";5507;"Despesas Empenhadas";"12 - Educação";4598009,44;13975,7125835866
"4766";"4320404";384;398;"4320404";782;"Prefeitura Municipal de Serafina Corrêa - RS";"RS";16004;"Despesas Empenhadas";"12 - Educação";13773838,61;17613,6043606138
"4767";"4320453";NA;103;"4320453";NA;"Prefeitura Municipal de Sério - RS";"RS";2198;"Despesas Empenhadas";"12 - Educação";2378853,62;NA
"4768";"4320503";192;158;"4320503";350;"Prefeitura Municipal de Sertão - RS";"RS";6116;"Despesas Empenhadas";"12 - Educação";8204714,37;23442,0410571429
"4769";"4320552";258;338;"4320552";596;"Prefeitura Municipal de Sertão Santana - RS";"RS";6282;"Despesas Empenhadas";"12 - Educação";6124401,27;10275,841057047
"4770";"4320578";NA;56;"4320578";NA;"Prefeitura Municipal de Sete de Setembro - RS";"RS";2114;"Despesas Empenhadas";"12 - Educação";1919290,68;NA
"4771";"4320602";86;82;"4320602";168;"Prefeitura Municipal de Severiano de Almeida - RS";"RS";3879;"Despesas Empenhadas";"12 - Educação";3846884,62;22898,1227380952
"4772";"4320651";68;105;"4320651";173;"Prefeitura Municipal de Silveira Martins - RS";"RS";2484;"Despesas Empenhadas";"12 - Educação";2422742;14004,289017341
"4773";"4320677";617;338;"4320677";955;"Prefeitura Municipal de Sinimbu - RS";"RS";10404;"Despesas Empenhadas";"12 - Educação";10962642,11;11479,2063979058
"4774";"4320701";464;467;"4320701";931;"Prefeitura Municipal de Sobradinho - RS";"RS";14982;"Despesas Empenhadas";"12 - Educação";11607905,78;12468,2124382385
"4775";"4320800";689;470;"4320800";1159;"Prefeitura Municipal de Soledade - RS";"RS";31313;"Despesas Empenhadas";"12 - Educação";20084431,78;17329,1042105263
"4776";"4320859";163;253;"4320859";416;"Prefeitura Municipal de Tabaí - RS";"RS";4494;"Despesas Empenhadas";"12 - Educação";5772828,78;13876,9922596154
"4777";"4320909";594;723;"4320909";1317;"Prefeitura Municipal de Tapejara - RS";"RS";21809;"Despesas Empenhadas";"12 - Educação";18101642,41;13744,6031966591
"4778";"4321006";155;245;"4321006";400;"Prefeitura Municipal de Tapera - RS";"RS";10809;"Despesas Empenhadas";"12 - Educação";6841492,44;17103,7311
"4779";"4321105";352;486;"4321105";838;"Prefeitura Municipal de Tapes - RS";"RS";17390;"Despesas Empenhadas";"12 - Educação";12068640,13;14401,7185322196
"4780";"4321204";1915;1752;"4321204";3667;"Prefeitura Municipal de Taquara - RS";"RS";57396;"Despesas Empenhadas";"12 - Educação";35136965,34;9581,93764385056
"4781";"4321303";482;538;"4321303";1020;"Prefeitura Municipal de Taquari - RS";"RS";27168;"Despesas Empenhadas";"12 - Educação";15403536,41;15101,5062843137
"4782";"4321329";88;97;"4321329";185;"Prefeitura Municipal de Taquaruçu do Sul - RS";"RS";3096;"Despesas Empenhadas";"12 - Educação";3378641,87;18262,929027027
"4783";"4321352";110;126;"4321352";236;"Prefeitura Municipal de Tavares - RS";"RS";5561;"Despesas Empenhadas";"12 - Educação";3642764,49;15435,4427542373
"4784";"4321402";274;326;"4321402";600;"Prefeitura Municipal de Tenente Portela - RS";"RS";14023;"Despesas Empenhadas";"12 - Educação";8930805,82;14884,6763666667
"4785";"4321436";443;513;"4321436";956;"Prefeitura Municipal de Terra de Areia - RS";"RS";10783;"Despesas Empenhadas";"12 - Educação";10190634,34;10659,6593514644
"4786";"4321451";1069;1144;"4321451";2213;"Prefeitura Municipal de Teutônia - RS";"RS";30846;"Despesas Empenhadas";"12 - Educação";28204219,78;12744,7897785811
"4787";"4321469";143;165;"4321469";308;"Prefeitura Municipal de Tio Hugo - RS";"RS";2946;"Despesas Empenhadas";"12 - Educação";4104988,02;13327,8831818182
"4788";"4321477";262;35;"4321477";297;"Prefeitura Municipal de Tiradentes do Sul - RS";"RS";6338;"Despesas Empenhadas";"12 - Educação";5036068,5;16956,4595959596
"4789";"4321493";NA;133;"4321493";NA;"Prefeitura Municipal de Toropi - RS";"RS";2978;"Despesas Empenhadas";"12 - Educação";2361127,89;NA
"4790";"4321501";806;995;"4321501";1801;"Prefeitura Municipal de Torres - RS";"RS";37342;"Despesas Empenhadas";"12 - Educação";32459251,11;18022,9045585786
"4791";"4321600";2089;2844;"4321600";4933;"Prefeitura Municipal de Tramandaí - RS";"RS";47521;"Despesas Empenhadas";"12 - Educação";53824266,03;10911,0614291506
"4792";"4321626";20;83;"4321626";103;"Prefeitura Municipal de Travesseiro - RS";"RS";2391;"Despesas Empenhadas";"12 - Educação";2806346,95;27246,0868932039
"4793";"4321634";NA;30;"4321634";NA;"Prefeitura Municipal de Três Arroios - RS";"RS";2862;"Despesas Empenhadas";"12 - Educação";2023490;NA
"4794";"4321667";309;257;"4321667";566;"Prefeitura Municipal de Três Cachoeiras - RS";"RS";10904;"Despesas Empenhadas";"12 - Educação";9850495,06;17403,7015194346
"4795";"4321709";1311;1687;"4321709";2998;"Prefeitura Municipal de Três Coroas - RS";"RS";26348;"Despesas Empenhadas";"12 - Educação";26130929,62;8716,12062041361
"4796";"4321808";246;525;"4321808";771;"Prefeitura Municipal de Três de Maio - RS";"RS";24497;"Despesas Empenhadas";"12 - Educação";17725581,55;22990,3781452659
"4797";"4321832";79;94;"4321832";173;"Prefeitura Municipal de Três Forquilhas - RS";"RS";2910;"Despesas Empenhadas";"12 - Educação";3385144,91;19567,3116184971
"4798";"4321857";182;203;"4321857";385;"Prefeitura Municipal de Três Palmeiras - RS";"RS";4457;"Despesas Empenhadas";"12 - Educação";5511176,36;14314,7437922078
"4799";"4321907";638;604;"4321907";1242;"Prefeitura Municipal de Três Passos - RS";"RS";24632;"Despesas Empenhadas";"12 - Educação";20735451,37;16695,2104428341
"4800";"4321956";224;195;"4321956";419;"Prefeitura Municipal de Trindade do Sul - RS";"RS";5961;"Despesas Empenhadas";"12 - Educação";7267584,97;17345,0715274463
"4801";"4322004";1004;1430;"4322004";2434;"Prefeitura Municipal de Triunfo - RS";"RS";28289;"Despesas Empenhadas";"12 - Educação";74807583,06;30734,4219638455
"4802";"4322103";46;61;"4322103";107;"Prefeitura Municipal de Tucunduva - RS";"RS";5979;"Despesas Empenhadas";"12 - Educação";3256413,74;30433,773271028
"4803";"4322186";43;73;"4322186";116;"Prefeitura Municipal de Tupanci do Sul - RS";"RS";1578;"Despesas Empenhadas";"12 - Educação";3079776,69;26549,7990517241
"4804";"4322202";731;712;"4322202";1443;"Prefeitura Municipal de Tupanciretã - RS";"RS";23615;"Despesas Empenhadas";"12 - Educação";21090394,29;14615,6578586279
"4805";"4322251";281;275;"4322251";556;"Prefeitura Municipal de Tupandi - RS";"RS";4421;"Despesas Empenhadas";"12 - Educação";9492059,01;17072,0485791367
"4806";"4322301";15;258;"4322301";273;"Prefeitura Municipal de Tuparendi - RS";"RS";8533;"Despesas Empenhadas";"12 - Educação";6059258,84;22195,0873260073
"4807";"4322327";198;269;"4322327";467;"Prefeitura Municipal de Turuçu - RS";"RS";3585;"Despesas Empenhadas";"12 - Educação";5657572,25;12114,715738758
"4808";"4322343";NA;63;"4322343";NA;"Prefeitura Municipal de Ubiretama - RS";"RS";2248;"Despesas Empenhadas";"12 - Educação";1811750,38;NA
"4809";"4322376";74;56;"4322376";130;"Prefeitura Municipal de Unistalda - RS";"RS";2467;"Despesas Empenhadas";"12 - Educação";2855345,03;21964,1925384615
"4810";"4322400";3231;4082;"4322400";7313;"Prefeitura Municipal de Uruguaiana - RS";"RS";129720;"Despesas Empenhadas";"12 - Educação";84005914,53;11487,2028620265
"4811";"4322509";1891;2262;"4322509";4153;"Prefeitura Municipal de Vacaria - RS";"RS";65135;"Despesas Empenhadas";"12 - Educação";59574456,39;14344,9208740669
"4812";"4322525";94;183;"4322525";277;"Prefeitura Municipal de Vale Verde - RS";"RS";3448;"Despesas Empenhadas";"12 - Educação";3725725,57;13450,2728158845
"4813";"4322533";440;252;"4322533";692;"Prefeitura Municipal de Vale do Sol - RS";"RS";11689;"Despesas Empenhadas";"12 - Educação";7469837,09;10794,5622687861
"4814";"4322541";108;208;"4322541";316;"Prefeitura Municipal de Vale Real - RS";"RS";5638;"Despesas Empenhadas";"12 - Educação";5459140,07;17275,7597151899
"4815";"4322558";NA;105;"4322558";NA;"Prefeitura Municipal de Vanini - RS";"RS";2094;"Despesas Empenhadas";"12 - Educação";3439167,2;NA
"4816";"4322608";1239;1175;"4322608";2414;"Prefeitura Municipal de Venâncio Aires - RS";"RS";70179;"Despesas Empenhadas";"12 - Educação";43872824,9;18174,3268019884
"4817";"4322707";717;660;"4322707";1377;"Prefeitura Municipal de Vera Cruz - RS";"RS";25866;"Despesas Empenhadas";"12 - Educação";18897572,63;13723,7274001452
"4818";"4322806";665;831;"4322806";1496;"Prefeitura Municipal de Veranópolis - RS";"RS";25073;"Despesas Empenhadas";"12 - Educação";22356719,92;14944,3314973262
"4819";"4322855";NA;92;"4322855";NA;"Prefeitura Municipal de Vespasiano Corrêa - RS";"RS";1966;"Despesas Empenhadas";"12 - Educação";2893380,56;NA
"4820";"4322905";121;139;"4322905";260;"Prefeitura Municipal de Viadutos - RS";"RS";5237;"Despesas Empenhadas";"12 - Educação";4069505,9;15651,9457692308
"4821";"4323002";8624;11758;"4323002";20382;"Prefeitura Municipal de Viamão - RS";"RS";252872;"Despesas Empenhadas";"12 - Educação";150685439,27;7393,06443283289
"4822";"4323101";157;99;"4323101";256;"Prefeitura Municipal de Vicente Dutra - RS";"RS";5152;"Despesas Empenhadas";"12 - Educação";4047376,05;15810,0626953125
"4823";"4323200";72;96;"4323200";168;"Prefeitura Municipal de Victor Graeff - RS";"RS";3060;"Despesas Empenhadas";"12 - Educação";3287791,21;19570,1857738095
"4824";"4323309";145;150;"4323309";295;"Prefeitura Municipal de Vila Flores - RS";"RS";3382;"Despesas Empenhadas";"12 - Educação";5172860,12;17535,1190508475
"4825";"4323358";58;100;"4323358";158;"Prefeitura Municipal de Vila Lângaro - RS";"RS";2189;"Despesas Empenhadas";"12 - Educação";2820672,6;17852,3582278481
"4826";"4323408";85;109;"4323408";194;"Prefeitura Municipal de Vila Maria - RS";"RS";4407;"Despesas Empenhadas";"12 - Educação";4048312,36;20867,5894845361
"4827";"4323457";201;198;"4323457";399;"Prefeitura Municipal de Vila Nova do Sul - RS";"RS";4368;"Despesas Empenhadas";"12 - Educação";4434821,7;11114,8413533835
"4828";"4323507";59;50;"4323507";109;"Prefeitura Municipal de Vista Alegre - RS";"RS";2882;"Despesas Empenhadas";"12 - Educação";2942353,16;26994,0656880734
"4829";"4323606";NA;94;"4323606";NA;"Prefeitura Municipal de Vista Alegre do Prata - RS";"RS";1612;"Despesas Empenhadas";"12 - Educação";2391084,35;NA
"4830";"4323705";76;87;"4323705";163;"Prefeitura Municipal de Vista Gaúcha - RS";"RS";2877;"Despesas Empenhadas";"12 - Educação";3402810,65;20876,1389570552
"4831";"4323754";105;92;"4323754";197;"Prefeitura Municipal de Vitória das Missões - RS";"RS";3442;"Despesas Empenhadas";"12 - Educação";3141019,66;15944,2622335025
"4832";"4323770";188;102;"4323770";290;"Prefeitura Municipal de Westfália - RS";"RS";2965;"Despesas Empenhadas";"12 - Educação";4766681,96;16436,8343448276
"4833";"4323804";945;1131;"4323804";2076;"Prefeitura Municipal de Xangri-lá - RS";"RS";14430;"Despesas Empenhadas";"12 - Educação";36643813,14;17651,1623988439
"4834";"5000203";611;1001;"5000203";1612;"Prefeitura Municipal de Água Clara - MS";"MS";14734;"Despesas Empenhadas";"12 - Educação";24605632,9;15264,0402605459
"4835";"5000252";239;267;"5000252";506;"Prefeitura Municipal de Alcinópolis - MS";"MS";5114;"Despesas Empenhadas";"12 - Educação";7942146,22;15695,9411462451
"4836";"5000609";1499;2515;"5000609";4014;"Prefeitura Municipal de Amambai - MS";"MS";38030;"Despesas Empenhadas";"12 - Educação";48884094,67;12178,3992700548
"4837";"5000708";443;646;"5000708";1089;"Prefeitura Municipal de Anastácio - MS";"MS";24852;"Despesas Empenhadas";"12 - Educação";15880444,63;14582,5937832874
"4838";"5000807";16;451;"5000807";467;"Prefeitura Municipal de Anaurilândia - MS";"MS";8885;"Despesas Empenhadas";"12 - Educação";10116514,7;21662,7723768737
"4839";"5000856";NA;799;"5000856";NA;"Prefeitura Municipal de Angélica - MS";"MS";10304;"Despesas Empenhadas";"12 - Educação";9377098,5;NA
"4840";"5000906";230;448;"5000906";678;"Prefeitura Municipal de Antônio João - MS";"MS";8808;"Despesas Empenhadas";"12 - Educação";9216263,47;13593,3089528024
"4841";"5001003";NA;1074;"5001003";NA;"Prefeitura Municipal de Aparecida do Taboado - MS";"MS";24745;"Despesas Empenhadas";"12 - Educação";24978839,36;NA
"4842";"5001102";1277;1508;"5001102";2785;"Prefeitura Municipal de Aquidauana - MS";"MS";47323;"Despesas Empenhadas";"12 - Educação";34948339,42;12548,7753752244
"4843";"5001243";38;1139;"5001243";1177;"Prefeitura Municipal de Aral Moreira - MS";"MS";11586;"Despesas Empenhadas";"12 - Educação";16993887,55;14438,3071792693
"4844";"5001508";87;400;"5001508";487;"Prefeitura Municipal de Bandeirantes - MS";"MS";6783;"Despesas Empenhadas";"12 - Educação";10018489,44;20571,846899384
"4845";"5001904";91;1011;"5001904";1102;"Prefeitura Municipal de Bataguassu - MS";"MS";22389;"Despesas Empenhadas";"12 - Educação";23281625,91;21126,702277677
"4846";"5002001";34;502;"5002001";536;"Prefeitura Municipal de Batayporã - MS";"MS";11228;"Despesas Empenhadas";"12 - Educação";10527192,29;19640,2841231343
"4847";"5002100";756;1061;"5002100";1817;"Prefeitura Municipal de Bela Vista - MS";"MS";24223;"Despesas Empenhadas";"12 - Educação";23972536,87;13193,4710346725
"4848";"5002159";239;704;"5002159";943;"Prefeitura Municipal de Bodoquena - MS";"MS";7820;"Despesas Empenhadas";"12 - Educação";12239218,05;12979,0223223754
"4849";"5002209";444;1547;"5002209";1991;"Prefeitura Municipal de Bonito - MS";"MS";21267;"Despesas Empenhadas";"12 - Educação";21224438,7;10660,1902059267
"4850";"5002308";602;632;"5002308";1234;"Prefeitura Municipal de Brasilândia - MS";"MS";11884;"Despesas Empenhadas";"12 - Educação";16570878,18;13428,5884764992
"4851";"5002407";909;1693;"5002407";2602;"Prefeitura Municipal de Caarapó - MS";"MS";28867;"Despesas Empenhadas";"12 - Educação";27887500,55;10717,7173520369
"4852";"5002605";283;626;"5002605";909;"Prefeitura Municipal de Camapuã - MS";"MS";13712;"Despesas Empenhadas";"12 - Educação";13375655,27;14714,6922662266
"4853";"5002704";27205;42774;"5002704";69979;"Prefeitura Municipal de Campo Grande - MS";"MS";863982;"Despesas Empenhadas";"12 - Educação";881145299,51;12591,567463239
"4854";"5002803";275;412;"5002803";687;"Prefeitura Municipal de Caracol - MS";"MS";5972;"Despesas Empenhadas";"12 - Educação";7511036,86;10933,0958660844
"4855";"5002902";566;817;"5002902";1383;"Prefeitura Municipal de Cassilândia - MS";"MS";21685;"Despesas Empenhadas";"12 - Educação";18503426,08;13379,1945625452
"4856";"5002951";991;1543;"5002951";2534;"Prefeitura Municipal de Chapadão do Sul - MS";"MS";23284;"Despesas Empenhadas";"12 - Educação";32723236,21;12913,6685911602
"4857";"5003108";128;367;"5003108";495;"Prefeitura Municipal de Corguinho - MS";"MS";5622;"Despesas Empenhadas";"12 - Educação";6507410,55;13146,2839393939
"4858";"5003157";669;1545;"5003157";2214;"Prefeitura Municipal de Coronel Sapucaia - MS";"MS";14916;"Despesas Empenhadas";"12 - Educação";16515907,44;7459,75945799458
"4859";"5003207";3790;5904;"5003207";9694;"Prefeitura Municipal de Corumbá - MS";"MS";109294;"Despesas Empenhadas";"12 - Educação";100360295,33;10352,8260088715
"4860";"5003256";757;1535;"5003256";2292;"Prefeitura Municipal de Costa Rica - MS";"MS";19835;"Despesas Empenhadas";"12 - Educação";24327147,26;10613,9385951134
"4861";"5003306";483;601;"5003306";1084;"Prefeitura Municipal de Coxim - MS";"MS";33323;"Despesas Empenhadas";"12 - Educação";21717000,97;20034,1337361624
"4862";"5003454";NA;174;"5003454";NA;"Prefeitura Municipal de Deodápolis - MS";"MS";12712;"Despesas Empenhadas";"12 - Educação";5719067,11;NA
"4863";"5003488";556;687;"5003488";1243;"Prefeitura Municipal de Dois Irmãos do Buriti - MS";"MS";11049;"Despesas Empenhadas";"12 - Educação";15720385,66;12647,1324698311
"4864";"5003504";151;208;"5003504";359;"Prefeitura Municipal de Douradina - MS";"MS";5775;"Despesas Empenhadas";"12 - Educação";5549992,77;15459,5898885794
"4865";"5003702";5259;13916;"5003702";19175;"Prefeitura Municipal de Dourados - MS";"MS";215486;"Despesas Empenhadas";"12 - Educação";194172947,47;10126,3597116037
"4866";"5003751";247;452;"5003751";699;"Prefeitura Municipal de Eldorado - MS";"MS";12224;"Despesas Empenhadas";"12 - Educação";7981616,46;11418,6215450644
"4867";"5003801";NA;1049;"5003801";NA;"Prefeitura Municipal de Fátima do Sul - MS";"MS";19200;"Despesas Empenhadas";"12 - Educação";12614088,56;NA
